688.745	1	1	275
688.914	1	1	336
689.083	1	1	331
689.253	1	1	334
689.422	1	1	367
689.591	1	1	280.001
689.760	1	1	315
689.930	1	1	279.999
690.099	1	1	322.999
690.268	1	1	261
690.437	1	1	364
690.607	1	1	249.999
690.776	1	1	280.001
690.945	1	1	211
691.114	1	1	302
691.284	1	1	287
691.453	1	1	332.999
691.622	1	1	353
691.791	1	1	305.001
691.961	1	1	279.001
692.130	1	1	377.999
692.299	1	1	343
692.468	1	1	270
692.638	1	1	245.001
692.807	1	1	330.999
692.976	1	1	396
693.145	1	1	382
693.314	1	1	419
693.484	1	1	311.001
693.653	1	1	350
693.822	1	1	465
693.991	1	1	329
694.160	1	1	389
694.330	1	1	303
694.499	1	1	434
694.668	1	1	364.001
694.837	1	1	406
695.006	1	1	449.001
695.176	1	1	491
695.345	1	1	436
695.514	1	1	409.001
695.683	1	1	510.001
695.852	1	1	404.001
696.022	1	1	430
696.191	1	1	397.001
696.360	1	1	441.001
696.529	1	1	460
696.698	1	1	475.001
696.867	1	1	484.999
697.037	1	1	526
697.206	1	1	484
697.375	1	1	541
697.544	1	1	535.999
697.713	1	1	617
697.882	1	1	537
698.051	1	1	594
698.221	1	1	605.999
698.390	1	1	586.999
698.559	1	1	563
698.728	1	1	621.999
698.897	1	1	594.001
699.066	1	1	684.999
699.235	1	1	654.001
699.405	1	1	671.999
699.574	1	1	558
699.743	1	1	653.999
699.912	1	1	693
700.081	1	1	582
700.250	1	1	669.999
700.419	1	1	693
700.588	1	1	610
700.757	1	1	637.001
700.927	1	1	655.999
701.096	1	1	666.001
701.265	1	1	653
701.434	1	1	617
701.603	1	1	596.001
701.772	1	1	617
701.941	1	1	683.001
702.110	1	1	681.999
702.279	1	1	498
702.448	1	1	608
702.617	1	1	572.999
702.787	1	1	614
702.956	1	1	627
703.125	1	1	578
703.294	1	1	526.001
703.463	1	1	594
703.632	1	1	588
703.801	1	1	474
703.970	1	1	586
704.139	1	1	475
704.308	1	1	476.999
704.477	1	1	460.999
704.646	1	1	467.999
704.815	1	1	432.001
704.984	1	1	469.999
705.153	1	1	448
705.322	1	1	470.001
705.491	1	1	473.001
705.660	1	1	368
705.829	1	1	450.999
705.998	1	1	447.001
706.167	1	1	433
706.336	1	1	307.999
706.506	1	1	386
706.675	1	1	359
706.844	1	1	306
707.013	1	1	391.001
707.182	1	1	443
707.351	1	1	357
707.520	1	1	363.999
707.689	1	1	335.999
707.858	1	1	343.999
708.027	1	1	396
708.196	1	1	387
708.365	1	1	214
708.534	1	1	330
708.703	1	1	343.999
708.871	1	1	292
709.040	1	1	286.999
709.209	1	1	264
709.378	1	1	259
709.547	1	1	322
709.716	1	1	292
709.885	1	1	234.999
710.054	1	1	269
710.223	1	1	261
710.392	1	1	251.001
710.561	1	1	225
710.730	1	1	344.999
710.899	1	1	290
711.068	1	1	312.999
711.237	1	1	272.001
711.406	1	1	185
711.575	1	1	273.001
711.744	1	1	204
711.913	1	1	203
712.082	1	1	227
712.251	1	1	298.999
712.420	1	1	280
712.588	1	1	210
712.757	1	1	199
712.926	1	1	239.999
713.095	1	1	164.999
713.264	1	1	238
713.433	1	1	221.001
713.602	1	1	192.001
713.771	1	1	297.999
713.940	1	1	242.001
714.109	1	1	278
714.278	1	1	278
714.446	1	1	237
714.615	1	1	238
714.784	1	1	286.999
714.953	1	1	275
715.122	1	1	225
715.291	1	1	273.001
715.460	1	1	244
715.629	1	1	233.999
715.798	1	1	240.001
715.966	1	1	251
716.135	1	1	200
716.304	1	1	223.999
716.473	1	1	298.999
716.642	1	1	215.001
716.811	1	1	215
716.980	1	1	251.999
717.148	1	1	163
717.317	1	1	247
717.486	1	1	235.001
717.655	1	1	177
717.824	1	1	261.999
717.993	1	1	281.999
718.162	1	1	229
718.330	1	1	246
718.499	1	1	214.999
718.668	1	1	256
718.837	1	1	156
719.006	1	1	223
719.175	1	1	184
719.343	1	1	173
719.512	1	1	203
719.681	1	1	225.001
719.850	1	1	236.999
720.019	1	1	226
720.187	1	1	165
720.356	1	1	193.999
720.525	1	1	224
720.694	1	1	144
720.863	1	1	237
721.032	1	1	182.001
721.200	1	1	219.999
721.369	1	1	183.001
721.538	1	1	208
721.707	1	1	250.999
721.875	1	1	224.999
722.044	1	1	186.999
722.213	1	1	188.001
722.382	1	1	198.999
722.551	1	1	206
722.719	1	1	205
722.888	1	1	178.999
723.057	1	1	245.999
723.226	1	1	272.999
723.394	1	1	186
723.563	1	1	220
723.732	1	1	281
723.901	1	1	261
724.069	1	1	210
724.238	1	1	196
724.407	1	1	223.999
724.576	1	1	240
724.744	1	1	280
724.913	1	1	245
725.082	1	1	317
725.251	1	1	277.001
725.419	1	1	259.999
725.588	1	1	283
725.757	1	1	330
725.926	1	1	244
726.094	1	1	283
726.263	1	1	303.999
726.432	1	1	319.001
726.600	1	1	292.999
726.769	1	1	392
726.938	1	1	355.999
727.107	1	1	379
727.275	1	1	413.001
727.444	1	1	400
727.613	1	1	485
727.781	1	1	492.001
727.950	1	1	486
728.119	1	1	472
728.287	1	1	506
728.456	1	1	528.999
728.625	1	1	600
728.793	1	1	627.999
728.962	1	1	601
729.131	1	1	666.999
729.300	1	1	738
729.468	1	1	743
729.637	1	1	723
729.806	1	1	779.999
729.974	1	1	836
730.143	1	1	880
730.311	1	1	877
730.480	1	1	973.001
730.649	1	1	1008
730.817	1	1	1098
730.986	1	1	1161
731.155	1	1	1346
731.323	1	1	1548
731.492	1	1	1879
731.661	1	1	2260
731.829	1	1	2795
731.998	1	1	3699
732.167	1	1	4930
732.335	1	1	6628
732.504	1	1	9129
732.672	1	1	12667
732.841	1	1	18247
733.010	1	1	26044
733.178	1	1	37583
733.347	1	1	54892
733.516	1	1	79915
733.684	1	1	115616
733.853	1	1	165007
734.021	1	1	231149
734.190	1	1	313415
734.359	1	1	409285
734.527	1	1	512601
734.696	1	1	610122
734.864	1	1	690084
735.033	1	1	741671
735.201	1	1	760305
735.370	1	1	745955
735.539	1	1	705232
735.707	1	1	651323
735.876	1	1	590618
736.044	1	1	531482
736.213	1	1	480433
736.381	1	1	436530
736.550	1	1	399617
736.719	1	1	366732
736.887	1	1	336231
737.056	1	1	307536
737.224	1	1	278674
737.393	1	1	251017
737.561	1	1	222605
737.730	1	1	196120
737.898	1	1	170485
738.067	1	1	147428
738.236	1	1	125624
738.404	1	1	106683
738.573	1	1	90272
738.741	1	1	76478
738.910	1	1	64686
739.078	1	1	54729
739.247	1	1	46498
739.415	1	1	39927
739.584	1	1	34578
739.752	1	1	30089
739.921	1	1	26206
740.089	1	1	22873
740.258	1	1	20377
740.426	1	1	17870
740.595	1	1	15664
740.763	1	1	13757
740.932	1	1	12052
741.100	1	1	10500
741.269	1	1	9256
741.437	1	1	8239
741.606	1	1	7590
741.774	1	1	7146
741.943	1	1	6673
742.111	1	1	6446
742.280	1	1	6235
742.448	1	1	5740
742.617	1	1	5435
742.785	1	1	5072
742.954	1	1	4617
743.122	1	1	4035
743.291	1	1	3622
743.459	1	1	3211
743.627	1	1	2964
743.796	1	1	2648
743.964	1	1	2417
744.133	1	1	2221
744.301	1	1	2153
744.470	1	1	2001
744.638	1	1	1874
744.807	1	1	1849
744.975	1	1	1678
745.143	1	1	1535
745.312	1	1	1574
745.480	1	1	1493
745.649	1	1	1419
745.817	1	1	1310
745.986	1	1	1264
746.154	1	1	1102
746.322	1	1	1134
746.491	1	1	1165
746.659	1	1	1100
746.828	1	1	1027
746.996	1	1	1075
747.164	1	1	992.999
747.333	1	1	916
747.501	1	1	870.999
747.670	1	1	893.999
747.838	1	1	855
748.006	1	1	914.999
748.175	1	1	817.999
748.343	1	1	747
748.512	1	1	783
748.680	1	1	758
748.848	1	1	727
749.017	1	1	814.001
749.185	1	1	716
749.353	1	1	727.999
749.522	1	1	676
749.690	1	1	712.999
749.859	1	1	600
750.027	1	1	647
750.195	1	1	678
750.364	1	1	564.001
750.532	1	1	632.001
750.700	1	1	669
750.869	1	1	623.001
751.037	1	1	687
751.205	1	1	670
751.374	1	1	631
751.542	1	1	647.999
751.710	1	1	596.999
751.879	1	1	580.999
752.047	1	1	645
752.215	1	1	670.001
752.384	1	1	659
752.552	1	1	640.001
752.720	1	1	712
752.889	1	1	663
753.057	1	1	788.999
753.225	1	1	746.999
753.394	1	1	733.001
753.562	1	1	758.001
753.730	1	1	788
753.898	1	1	743
754.067	1	1	712
754.235	1	1	788.999
754.403	1	1	690.001
754.572	1	1	699
754.740	1	1	766
754.908	1	1	836.999
755.077	1	1	816
755.245	1	1	772.001
755.413	1	1	871
755.581	1	1	858
755.750	1	1	820
755.918	1	1	801
756.086	1	1	773.999
756.254	1	1	771
756.423	1	1	712
756.591	1	1	691.001
756.759	1	1	717
756.927	1	1	536
757.096	1	1	706.001
757.264	1	1	534
757.432	1	1	528
757.600	1	1	535
757.769	1	1	517
757.937	1	1	467
758.105	1	1	475.001
758.273	1	1	410
758.442	1	1	435
758.610	1	1	428
758.778	1	1	412.999
758.946	1	1	412
759.115	1	1	375.001
759.283	1	1	416.001
759.451	1	1	356.999
759.619	1	1	284.001
759.787	1	1	371.001
759.956	1	1	313.999
760.124	1	1	258.001
760.292	1	1	375
760.460	1	1	236
760.628	1	1	218
760.797	1	1	220.999
760.965	1	1	350.999
761.133	1	1	326
761.301	1	1	348
761.469	1	1	304
761.638	1	1	340.999
761.806	1	1	397
761.974	1	1	391.001
762.142	1	1	314
762.310	1	1	331.999
762.478	1	1	361.999
762.647	1	1	324.999
762.815	1	1	325.001
762.983	1	1	290.001
763.151	1	1	335.001
763.319	1	1	343
763.487	1	1	352
763.656	1	1	375.999
763.824	1	1	332.001
763.992	1	1	402
764.160	1	1	382
764.328	1	1	378
764.496	1	1	400
764.664	1	1	413.999
764.833	1	1	412.001
765.001	1	1	432.001
765.169	1	1	413
765.337	1	1	446.001
765.505	1	1	497
765.673	1	1	554.001
765.841	1	1	475
766.009	1	1	443
766.178	1	1	574
766.346	1	1	479
766.514	1	1	555.001
766.682	1	1	472.001
766.850	1	1	463.001
767.018	1	1	531.999
767.186	1	1	583
767.354	1	1	468.999
767.522	1	1	495.001
767.690	1	1	467.999
767.859	1	1	451.999
768.027	1	1	469
768.195	1	1	550
768.363	1	1	511
768.531	1	1	397.999
768.699	1	1	473.999
768.867	1	1	489.001
769.035	1	1	412
769.203	1	1	426
769.371	1	1	434
769.539	1	1	371.001
769.707	1	1	386.999
769.875	1	1	406
770.043	1	1	359.001
770.212	1	1	402
770.380	1	1	373
770.548	1	1	444
770.716	1	1	381
770.884	1	1	324.001
771.052	1	1	360.999
771.220	1	1	310
771.388	1	1	348.999
771.556	1	1	271.999
771.724	1	1	296
771.892	1	1	361
772.060	1	1	300
772.228	1	1	338
772.396	1	1	340
772.564	1	1	279
772.732	1	1	285.999
772.900	1	1	358.999
773.068	1	1	321
773.236	1	1	390.001
773.404	1	1	339.999
773.572	1	1	285.999
773.740	1	1	281
773.908	1	1	307
774.076	1	1	232
774.244	1	1	294.999
774.412	1	1	252.999
774.580	1	1	266
774.748	1	1	321
774.916	1	1	231
775.084	1	1	327
775.252	1	1	261.001
775.420	1	1	228
775.588	1	1	218
775.756	1	1	273.001
775.924	1	1	330
776.092	1	1	306
776.260	1	1	227
776.428	1	1	288.001
776.596	1	1	273.999
776.764	1	1	237
776.932	1	1	242
777.100	1	1	247.001
777.267	1	1	184.001
777.435	1	1	279
777.603	1	1	220
777.771	1	1	177
777.939	1	1	213.999
778.107	1	1	220
778.275	1	1	164
778.443	1	1	189
778.611	1	1	192.999
778.779	1	1	192
778.947	1	1	237
779.115	1	1	176
779.283	1	1	147.001
779.451	1	1	210.999
779.618	1	1	185
779.786	1	1	146
779.954	1	1	178.999
780.122	1	1	134.999
780.290	1	1	166.999
780.458	1	1	179
780.626	1	1	162
780.794	1	1	117.999
780.962	1	1	198.001
781.130	1	1	157
781.297	1	1	89.9996
781.465	1	1	109
781.633	1	1	144
781.801	1	1	176
781.969	1	1	145.001
782.137	1	1	141
782.305	1	1	132
782.473	1	1	156
782.640	1	1	187.999
782.808	1	1	172.999
782.976	1	1	83.0002
783.144	1	1	192.001
783.312	1	1	125
783.480	1	1	111.999
783.648	1	1	150.001
783.815	1	1	149.999
783.983	1	1	194.999
784.151	1	1	150
784.319	1	1	173
784.487	1	1	133.999
784.655	1	1	131.999
784.822	1	1	121.999
784.990	1	1	108
785.158	1	1	102.999
785.326	1	1	95.0001
785.494	1	1	69.0005
785.662	1	1	16.0007
785.829	1	1	91.0006
785.997	1	1	43.0001
786.165	1	1	68.0001
786.333	1	1	70.0006
786.501	1	1	75.9991
786.668	1	1	84.0005
786.836	1	1	59.9996
787.004	1	1	140.999
787.172	1	1	138
787.340	1	1	152.999
787.507	1	1	129
787.675	1	1	152
787.843	1	1	77.9995
788.011	1	1	106
788.179	1	1	118
788.346	1	1	148.001
788.514	1	1	143.001
788.682	1	1	161
788.850	1	1	194.001
789.017	1	1	58.0009
789.185	1	1	181.001
789.353	1	1	67.0009
789.521	1	1	138
789.688	1	1	156.001
789.856	1	1	108.001
790.024	1	1	92.0001
790.192	1	1	45.9999
790.359	1	1	168
790.527	1	1	88.9993
790.695	1	1	134
790.863	1	1	122.999
791.030	1	1	118
791.198	1	1	113.001
791.366	1	1	39.0006
791.534	1	1	154
791.701	1	1	132
791.869	1	1	137
792.037	1	1	143
792.205	1	1	154
792.372	1	1	 72
792.540	1	1	160
792.708	1	1	65.9991
792.875	1	1	163.001
793.043	1	1	134
793.211	1	1	237
793.378	1	1	92.0007
793.546	1	1	89.0006
793.714	1	1	55.9995
793.882	1	1	84.9994
794.049	1	1	114
794.217	1	1	132
794.385	1	1	103
794.552	1	1	107
794.720	1	1	107.001
794.888	1	1	94.0004
795.055	1	1	133.001
795.223	1	1	123
795.391	1	1	73.0007
795.558	1	1	51.9999
795.726	1	1	73.9994
795.894	1	1	38.0004
796.061	1	1	54.9999
796.229	1	1	152.001
796.397	1	1	96.0005
796.564	1	1	49.0001
796.732	1	1	 52
796.900	1	1	2.99939
797.067	1	1	117
797.235	1	1	18.0002
797.403	1	1	111.999
797.570	1	1	35.9995
797.738	1	1	135.999
797.905	1	1	94.0004
798.073	1	1	132.999
798.241	1	1	41.0005
798.408	1	1	53.9999
798.576	1	1	79.0009
798.744	1	1	27.9991
798.911	1	1	3.00037
799.079	1	1	91.9993
799.246	1	1	-9.00061
799.414	1	1	3.00085
799.582	1	1	66.0002
799.749	1	1	-10.9995
799.917	1	1	-58.9993
800.084	1	1	73.9995
800.252	1	1	-61.0006
800.420	1	1	93.9995
800.587	1	1	60.0007
800.755	1	1	17.0007
800.922	1	1	6.99951
801.090	1	1	89.0004
801.258	1	1	 11
801.425	1	1	-6.99915
801.593	1	1	28.0004
801.760	1	1	-32.9998
801.928	1	1	-4.00061
802.095	1	1	74.0005
802.263	1	1	-61.0009
802.431	1	1	48.9999
802.598	1	1	15.9998
802.766	1	1	69.9994
802.933	1	1	146
803.101	1	1	76.9993
803.268	1	1	32.0006
803.436	1	1	64.0007
803.603	1	1	77.9996
803.771	1	1	149
803.939	1	1	17.9998
804.106	1	1	40.9994
804.274	1	1	153
804.441	1	1	41.9999
804.609	1	1	83.9991
804.776	1	1	-3.99988
804.944	1	1	43.0006
805.111	1	1	114
805.279	1	1	57.0005
805.446	1	1	-0.000366211
805.614	1	1	119.001
805.781	1	1	115
805.949	1	1	92.0004
806.116	1	1	113
806.284	1	1	173.001
806.451	1	1	143
806.619	1	1	55.9998
806.786	1	1	158.999
806.954	1	1	163
807.121	1	1	194.001
807.289	1	1	189
807.456	1	1	157
807.624	1	1	113
807.791	1	1	140
807.959	1	1	92.9999
808.126	1	1	94.9991
808.294	1	1	51.9995
808.461	1	1	143
808.629	1	1	71.9993
808.796	1	1	36.9991
808.964	1	1	95.0002
809.131	1	1	54.0005
809.298	1	1	171
809.466	1	1	121
809.633	1	1	81.9995
809.801	1	1	126.999
809.968	1	1	121
810.136	1	1	87.9994
810.303	1	1	128.001
810.471	1	1	151
810.638	1	1	175.001
810.806	1	1	141
810.973	1	1	143
811.140	1	1	101
811.308	1	1	171
811.475	1	1	178.999
811.643	1	1	139.001
811.810	1	1	213.001
811.977	1	1	149
812.145	1	1	105
812.312	1	1	182.001
812.480	1	1	68.9995
812.647	1	1	108
812.815	1	1	151
812.982	1	1	148
813.149	1	1	68.0006
813.317	1	1	57.9991
813.484	1	1	110
813.652	1	1	47.0004
813.819	1	1	138
813.986	1	1	151.001
814.154	1	1	103
814.321	1	1	133.999
814.488	1	1	162.001
814.656	1	1	15.9996
814.823	1	1	47.0004
814.991	1	1	163
815.158	1	1	134
815.325	1	1	138.001
815.493	1	1	129
815.660	1	1	135.999
815.827	1	1	122
815.995	1	1	54.0004
816.162	1	1	74.0004
816.329	1	1	152
816.497	1	1	117
816.664	1	1	97.9999
816.832	1	1	76.9998
816.999	1	1	25.9991
817.166	1	1	99.0004
817.334	1	1	65.9993
817.501	1	1	120
817.668	1	1	63.0007
817.836	1	1	52.0002
818.003	1	1	177.001
818.170	1	1	150
818.337	1	1	88.0001
818.505	1	1	132.001
818.672	1	1	179
818.839	1	1	120
819.007	1	1	104
819.174	1	1	204
819.341	1	1	131
819.509	1	1	163
819.676	1	1	210.001
819.843	1	1	127
820.011	1	1	65.0002
820.178	1	1	144
820.345	1	1	83.9995
820.512	1	1	92.0007
820.680	1	1	175.999
820.847	1	1	101.999
821.014	1	1	142
821.182	1	1	196.001
821.349	1	1	80.9995
821.516	1	1	110
821.683	1	1	160
821.851	1	1	51.9996
822.018	1	1	129.001
822.185	1	1	124
822.352	1	1	152
822.520	1	1	65.9994
822.687	1	1	164
822.854	1	1	99.0007
823.021	1	1	97.0006
823.189	1	1	92.0005
823.356	1	1	137.001
823.523	1	1	84.9996
823.690	1	1	141.001
823.858	1	1	133
824.025	1	1	134.001
824.192	1	1	137.001
824.359	1	1	149
824.527	1	1	234
824.694	1	1	236
824.861	1	1	246.001
825.028	1	1	333
825.195	1	1	342
825.363	1	1	414
825.530	1	1	471
825.697	1	1	516
825.864	1	1	610
826.032	1	1	622.001
826.199	1	1	733.999
826.366	1	1	872.999
826.533	1	1	991
826.700	1	1	1058
826.868	1	1	1265
827.035	1	1	1452
827.202	1	1	1695
827.369	1	1	1904
827.536	1	1	2375
827.703	1	1	2682
827.871	1	1	3117
828.038	1	1	3545
828.205	1	1	4132
828.372	1	1	4882
828.539	1	1	5624
828.706	1	1	6375
828.874	1	1	7300
829.041	1	1	8476
829.208	1	1	9371
829.375	1	1	10421
829.542	1	1	11284
829.709	1	1	12046
829.877	1	1	12752
830.044	1	1	13252
830.211	1	1	13585
830.378	1	1	13819
830.545	1	1	13819
830.712	1	1	13919
830.879	1	1	13816
831.046	1	1	13470
831.214	1	1	13332
831.381	1	1	12831
831.548	1	1	12173
831.715	1	1	11594
831.882	1	1	10739
832.049	1	1	9994
832.216	1	1	9077
832.383	1	1	8382
832.550	1	1	7462
832.718	1	1	6758
832.885	1	1	6137
833.052	1	1	5593
833.219	1	1	5015
833.386	1	1	4526
833.553	1	1	3993
833.720	1	1	3581
833.887	1	1	3240
834.054	1	1	2887
834.221	1	1	2730
834.388	1	1	2299
834.556	1	1	2102
834.723	1	1	1903
834.890	1	1	1770
835.057	1	1	1508
835.224	1	1	1302
835.391	1	1	1203
835.558	1	1	1122
835.725	1	1	1044
835.892	1	1	919
836.059	1	1	877
836.226	1	1	774
836.393	1	1	790
836.560	1	1	614.001
836.727	1	1	665.001
836.894	1	1	659
837.061	1	1	546.001
837.228	1	1	488
837.395	1	1	475.999
837.562	1	1	413
837.729	1	1	479.001
837.896	1	1	374
838.064	1	1	398
838.231	1	1	366
838.398	1	1	341
838.565	1	1	341
838.732	1	1	329
838.899	1	1	228.999
839.066	1	1	285.001
839.233	1	1	256.999
839.400	1	1	220
839.567	1	1	255
839.734	1	1	257
839.901	1	1	171
840.068	1	1	182
840.235	1	1	230.001
840.402	1	1	170
840.569	1	1	174.999
840.735	1	1	151
840.902	1	1	117.999
841.069	1	1	119
841.236	1	1	149
841.403	1	1	119.001
841.570	1	1	117.999
841.737	1	1	183
841.904	1	1	133
842.071	1	1	64.0004
842.238	1	1	127.001
842.405	1	1	123
842.572	1	1	70.9998
842.739	1	1	134
842.906	1	1	111
843.073	1	1	119
843.240	1	1	132
843.407	1	1	113.999
843.574	1	1	101.001
843.741	1	1	190.001
843.908	1	1	183.001
844.075	1	1	170
844.241	1	1	165.001
844.408	1	1	76.0009
844.575	1	1	133.001
844.742	1	1	127.999
844.909	1	1	107.001
845.076	1	1	45.0002
845.243	1	1	163
845.410	1	1	201
845.577	1	1	85.0006
845.744	1	1	132
845.911	1	1	109.001
846.077	1	1	112
846.244	1	1	79.0005
846.411	1	1	73.0004
846.578	1	1	163
846.745	1	1	140
846.912	1	1	134
847.079	1	1	89.0007
847.246	1	1	139
847.413	1	1	121
847.579	1	1	100
847.746	1	1	72.0006
847.913	1	1	63.0002
848.080	1	1	113
848.247	1	1	164.999
848.414	1	1	176
848.581	1	1	169
848.748	1	1	196
848.914	1	1	218
849.081	1	1	173
849.248	1	1	125
849.415	1	1	239
849.582	1	1	164.001
849.749	1	1	166
849.915	1	1	221
850.082	1	1	262
850.249	1	1	242
850.416	1	1	266.001
850.583	1	1	294
850.750	1	1	363
850.916	1	1	252
851.083	1	1	291
851.250	1	1	250.001
851.417	1	1	401
851.584	1	1	316
851.750	1	1	314
851.917	1	1	382
852.084	1	1	314
852.251	1	1	250
852.418	1	1	319
852.585	1	1	331.001
852.751	1	1	307
852.918	1	1	328.999
853.085	1	1	258
853.252	1	1	383
853.418	1	1	493
853.585	1	1	596
853.752	1	1	459.001
853.919	1	1	547.001
854.086	1	1	485.999
854.252	1	1	323.999
854.419	1	1	167
854.586	1	1	330.999
854.753	1	1	195.001
854.919	1	1	164
855.086	1	1	166
855.253	1	1	151.999
855.420	1	1	204.999
855.586	1	1	185.001
