-4.600	-19.667	-16.987	13.653	12.493	10.653	-2.413	-12.880	19.840	1.907	16.107	21.547	48.467	27.507	15.547	79.027	91.480	103.853	136.653	150.587	128.667	145.347	95.387	87.947	116.960	115.147	110.853	115.053	122.453	126.347	129.333	154.347	89.707	113.133	117.987	108.200	105.853	148.640	151.773	137.160	108.027	116.360	132.213	125.893	160.867	63.653	133.573	96.173	165.627	150.027	127.067	108.307	112.613	134.600	148.627	146.960	169.013	167.627	161.107	155.853	175.067	114.667	129.107	140.333	172.933	118.360	162.627	132.107	147.773	161.213	159.693	146.280	157.120	147.413	110.280	155.627	140.467	179.853	139.667	182.200	159.947	171.040	173.013	186.787	146.960	150.493	173.000	160.133	181.453	175.360	158.827	158.400	183.720	135.093	201.547	195.133	227.867	209.507	187.373	230.760	210.493	180.400	172.960	182.347	225.947	193.053	174.480	239.400	228.213	228.227	237.573	222.253	230.080	217.707	210.773	209.907	248.067	279.293	231.480	260.427	265.693	263.627	255.560	238.253	230.400	228.840	244.400	237.440	239.533	232.693	246.213	235.400	244.960	241.733	238.680	246.013	221.933	191.240	229.467	214.773	194.747	223.107	187.867	181.813	211.947	206.467	161.280	206.573	175.693	200.267	188.893	208.933	184.360	176.787	194.347	201.893	184.827	188.280	184.880	179.573	193.920	189.000	196.920	170.267	182.013	135.933	157.813	167.613	179.813	159.307	150.560	151.413	162.973	134.240	162.040	160.907	164.280	163.867	174.133	170.560	143.013	195.533	150.720	160.880	173.253	145.187	166.253	139.427	146.373	114.253	153.053	137.493	163.480	170.853	140.213	153.680	172.507	138.013	127.053	131.147	140.613	120.947	139.760	97.893	122.240	110.987	101.027	106.627	120.147	92.547	101.373	114.547	138.453	157.627	161.267	139.760	151.467	98.893	96.840	90.333	114.080	100.093	69.067	112.307	91.813	132.733	143.173	126.960	115.240	141.573	132.627	123.013	116.160	106.907	124.080	81.200	98.893	117.227	125.107	104.013	76.213	92.413	52.373	42.573	32.760	32.320	-8.187	7.987	-2.027	-9.293	-29.053	-19.787	10.133	-25.280	-18.627	-24.213
-7.507	16.093	-6.040	-15.173	16.133	11.080	-27.413	-6.960	25.893	28.267	22.787	20.947	33.053	77.733	79.093	71.653	126.787	111.720	112.453	118.947	115.920	136.120	118.653	102.200	118.853	117.747	119.627	110.613	100.867	113.307	129.680	121.347	139.533	137.013	143.747	128.600	149.640	135.600	154.600	160.160	121.053	114.027	122.000	121.840	136.787	163.960	149.947	149.187	123.160	119.640	146.040	187.493	158.640	160.480	129.387	136.240	134.093	133.947	132.600	162.373	142.413	163.467	162.387	186.000	170.453	162.453	148.427	135.813	164.120	191.333	158.720	152.547	178.253	170.333	170.640	165.240	138.640	150.547	194.813	153.080	137.880	168.133	190.013	141.293	168.920	183.067	156.773	181.253	199.360	210.453	209.373	181.627	234.547	171.680	195.453	199.933	213.360	196.200	186.773	187.467	244.293	276.013	223.707	221.160	237.973	207.573	202.427	219.693	220.920	249.907	253.307	244.507	239.453	260.467	243.800	251.173	284.307	252.440	251.613	225.107	225.667	257.293	263.747	265.413	290.747	278.960	281.960	250.573	289.093	264.040	261.987	215.373	247.400	244.027	285.720	274.907	243.267	235.800	247.333	231.947	224.000	203.093	204.853	206.800	200.800	207.867	229.707	211.600	217.173	206.987	228.400	221.693	180.827	201.987	209.587	212.453	206.853	166.507	196.827	199.707	182.133	207.333	161.787	157.813	148.440	172.587	216.653	223.093	206.013	181.907	188.533	135.933	172.987	168.147	183.253	182.133	157.187	161.800	172.133	158.520	146.213	172.907	158.133	163.613	149.427	146.187	175.320	185.813	124.907	122.920	153.600	132.720	129.200	105.760	131.333	170.813	156.053	128.307	140.547	169.347	172.907	132.120	132.293	129.347	134.080	145.707	140.333	120.920	123.853	135.040	116.000	113.373	100.147	97.280	126.253	128.587	141.760	161.560	165.360	121.667	134.733	132.293	129.747	126.693	108.040	119.760	142.453	155.293	132.333	138.973	126.213	124.013	124.627	142.853	156.400	95.307	104.320	146.093	107.867	120.613	105.720	46.613	43.880	42.147	27.120	-0.853	38.053	34.693	9.187	-2.840	-7.493	10.453	-15.840	-5.493	19.493	-10.200
-3.600	12.653	-5.320	-11.640	-22.320	-16.707	32.267	12.480	31.707	33.693	11.693	13.760	29.613	74.707	54.080	74.120	111.720	121.467	119.893	99.907	125.693	77.080	121.773	144.507	107.560	126.693	114.387	113.667	124.507	127.067	112.280	132.253	100.107	162.600	144.520	151.813	140.813	136.960	152.507	127.067	138.640	142.387	127.267	158.067	161.547	140.920	137.040	159.600	151.533	129.160	143.440	123.093	184.360	172.973	172.440	163.200	153.080	96.400	178.627	144.867	143.760	130.333	146.027	141.587	141.747	160.920	137.880	172.960	121.387	182.627	174.213	153.533	172.053	142.987	128.733	127.653	164.240	186.520	176.253	126.293	129.560	190.053	166.053	188.760	169.080	143.547	190.440	187.160	195.147	205.120	160.213	169.853	220.493	189.720	236.187	194.253	180.667	176.200	197.920	198.920	187.467	165.200	167.360	231.067	244.840	250.933	227.240	222.133	233.107	220.600	235.867	232.587	220.307	263.440	239.027	244.240	247.107	256.040	257.413	283.280	267.427	263.280	228.880	244.787	271.240	276.813	281.853	256.853	274.053	291.093	265.280	266.107	281.493	250.853	237.933	238.560	242.040	242.760	243.133	229.720	215.027	248.307	209.733	217.960	193.040	222.947	208.120	178.653	198.320	194.147	224.133	225.400	185.213	182.787	198.760	210.773	198.320	206.627	224.947	224.280	154.600	200.853	170.693	160.453	213.920	159.427	174.680	170.800	152.013	189.160	171.920	148.693	177.600	157.240	192.347	191.373	168.733	172.440	159.933	161.933	150.760	193.067	170.867	152.547	172.227	181.813	133.280	148.400	125.813	157.707	147.987	136.227	129.027	163.360	119.453	152.720	123.467	136.373	154.560	119.653	127.200	145.787	132.333	137.787	161.160	158.400	167.280	132.880	132.813	121.000	142.960	117.853	111.960	139.160	133.573	88.893	130.840	133.080	143.693	109.000	133.773	172.520	113.960	148.413	139.880	157.707	151.467	111.680	103.533	119.080	140.440	74.933	109.707	146.213	121.480	110.307	123.920	130.093	141.213	96.547	98.173	70.320	37.120	40.333	8.213	22.827	33.520	17.187	-2.733	19.173	42.133	51.067	11.360	-3.040	11.800	-1.533
32.733	-11.547	0.240	-4.933	6.147	24.680	-13.840	-1.627	11.453	17.960	15.960	42.027	28.293	24.080	74.773	78.027	80.227	121.520	170.440	148.413	120.813	154.187	90.320	134.467	137.227	139.907	96.493	141.440	146.853	119.787	123.173	122.600	122.520	121.573	125.880	121.413	130.600	131.053	169.680	132.227	121.173	101.360	140.387	122.960	116.507	116.307	137.813	140.333	159.307	178.453	133.387	136.640	133.267	119.973	126.480	136.907	154.840	174.973	157.813	150.560	140.640	160.547	171.920	143.440	124.720	95.600	156.893	173.373	186.653	170.240	123.560	164.453	176.227	164.613	179.133	143.520	172.693	158.893	190.600	156.080	169.600	147.280	137.853	158.253	193.133	200.747	172.413	195.507	189.000	188.680	224.107	203.040	194.827	171.627	209.573	200.680	220.960	218.933	234.427	223.093	215.813	199.293	192.600	194.240	241.667	213.120	229.867	234.093	215.227	262.773	249.827	278.960	244.480	252.840	250.267	259.933	258.187	297.493	249.253	233.893	304.293	244.893	278.387	287.467	287.520	261.507	260.013	249.760	244.747	277.933	279.453	272.773	269.173	295.547	260.000	238.853	249.160	204.800	247.853	229.573	263.307	202.867	222.600	208.200	224.360	223.707	229.373	220.040	202.787	216.947	197.253	231.907	207.653	191.147	210.947	217.200	154.133	180.800	203.587	213.067	193.640	216.973	194.213	207.747	178.147	184.067	159.827	178.493	171.907	193.680	136.600	142.667	175.413	162.613	170.107	112.867	165.427	180.493	176.693	158.040	152.613	168.507	127.960	164.973	168.400	143.667	202.373	165.013	128.040	114.773	150.413	169.387	152.893	132.453	150.920	132.613	138.160	157.360	136.333	179.520	125.947	139.827	150.987	116.720	132.640	159.333	122.493	150.613	120.093	125.507	135.547	131.680	144.893	128.280	119.640	134.640	123.293	113.613	127.613	124.880	107.987	138.347	132.347	110.893	139.013	128.760	161.120	131.653	114.000	144.707	143.720	113.013	143.560	94.413	117.013	128.787	92.267	103.387	129.853	123.933	113.053	88.427	43.853	37.907	12.787	25.827	-3.133	5.267	10.533	-1.893	-26.573	-6.240	-23.680	-17.573	20.093	-2.067
-16.627	11.987	-3.587	-14.453	14.973	1.627	-4.867	2.120	2.653	0.880	24.067	22.160	50.787	65.960	98.240	53.533	132.120	100.613	125.013	108.480	119.840	118.293	116.120	107.947	108.747	131.640	132.733	132.667	95.867	142.733	108.813	134.093	124.720	126.800	123.040	137.693	134.400	116.120	131.667	128.213	141.027	167.440	138.547	118.240	132.533	116.787	106.947	129.067	132.360	167.600	143.893	146.787	152.693	160.933	160.107	162.320	105.533	146.107	145.173	122.867	151.360	170.840	172.573	153.827	114.573	176.400	177.720	154.373	121.640	164.533	181.187	142.533	157.040	175.840	143.653	154.587	148.920	158.227	182.893	147.107	171.307	177.093	180.267	184.840	199.933	175.973	185.427	179.347	199.680	210.080	212.133	176.907	217.880	184.347	193.080	199.320	199.707	186.493	209.853	201.907	233.640	239.373	224.853	229.307	259.600	232.560	211.560	210.267	207.347	227.373	252.307	251.160	272.093	231.200	271.040	267.507	283.973	260.360	259.200	268.933	282.413	270.307	261.733	308.653	289.600	277.613	265.680	269.040	268.053	261.280	278.693	261.333	265.027	253.667	250.800	245.240	291.813	254.187	226.053	227.493	233.920	258.160	227.720	201.293	208.853	200.093	223.093	220.360	215.587	233.560	225.400	216.600	210.493	208.040	232.333	187.133	183.173	165.187	205.040	238.920	173.880	192.413	177.840	182.347	158.173	185.693	184.253	203.080	162.893	191.733	190.520	207.267	163.253	138.413	166.240	148.667	164.533	179.440	171.293	154.667	156.587	183.133	211.520	196.720	173.387	119.987	155.520	189.613	124.533	151.067	145.227	155.120	161.853	117.173	125.840	138.840	157.693	170.320	140.453	169.760	153.293	132.760	134.307	157.720	119.653	164.467	135.840	117.187	138.827	86.787	127.853	130.107	154.960	158.373	149.960	163.467	123.480	141.587	168.333	153.253	117.907	136.000	94.507	91.787	144.147	121.720	90.973	122.400	149.107	148.973	137.093	158.507	138.333	122.413	116.533	125.813	145.227	125.947	152.880	111.533	81.533	67.667	37.507	42.973	54.947	24.387	52.347	-2.707	37.853	2.200	-6.720	-8.667	-22.133	-51.027	-24.373	-7.360
-13.533	2.747	19.720	17.773	-13.827	6.347	19.013	13.680	21.467	-22.253	25.973	28.560	41.160	31.627	79.307	109.027	111.200	129.067	113.440	136.147	69.507	100.600	109.920	143.507	99.467	131.480	125.693	132.800	148.320	107.933	118.000	106.360	96.067	158.227	119.013	147.800	132.413	144.400	132.080	113.253	103.427	146.893	134.867	128.213	126.680	144.373	144.813	111.787	102.613	126.467	138.013	126.987	148.400	145.320	154.453	163.107	152.280	137.907	164.440	161.560	156.147	134.120	115.547	167.627	171.387	149.813	162.400	145.573	125.747	188.827	171.667	154.920	189.133	173.693	148.333	174.373	165.840	178.533	195.013	158.760	168.320	194.253	171.293	193.160	178.533	161.680	185.853	200.733	173.093	183.680	200.080	174.987	202.827	197.387	199.333	213.013	217.547	168.053	215.053	167.760	186.800	191.467	191.573	220.173	241.853	262.307	200.173	257.333	220.587	261.240	217.440	217.787	237.667	226.627	231.600	287.120	292.520	268.947	281.293	285.120	256.893	252.453	240.373	246.813	227.693	256.093	263.427	277.493	273.680	264.907	269.573	280.093	286.347	257.013	247.907	250.920	250.800	249.427	237.120	214.040	215.720	233.107	226.200	212.293	185.907	231.667	186.267	201.413	201.653	219.187	207.133	199.773	188.453	225.827	197.453	208.587	209.227	196.427	199.360	157.800	192.187	157.387	166.640	215.520	169.547	161.080	182.160	171.520	159.427	209.240	194.147	186.293	204.840	190.573	202.027	170.213	175.347	175.627	178.493	167.373	136.333	163.280	123.800	152.440	161.373	158.813	193.387	181.120	133.427	156.480	168.973	120.360	146.533	155.080	158.307	132.813	141.400	121.867	153.507	174.680	126.453	184.453	177.960	155.067	169.160	157.467	126.160	125.120	176.773	120.973	112.707	145.400	150.040	115.000	112.813	88.680	142.213	124.800	141.773	128.440	151.720	136.307	139.040	139.213	156.413	123.053	137.693	141.520	119.480	96.840	89.320	122.640	114.573	89.187	123.800	106.013	101.867	164.733	142.053	102.387	79.480	76.920	67.067	33.387	12.280	1.987	-18.720	13.320	-0.907	-10.493	-17.240	5.440	-1.640	13.347	6.373	-9.573
9.813	-22.400	-11.587	-1.800	27.800	6.333	17.720	-16.693	-19.267	15.093	13.827	34.760	36.507	41.880	48.973	96.093	86.040	130.267	160.667	144.467	151.707	150.053	132.093	130.493	117.240	132.453	126.773	141.520	120.400	122.653	90.760	135.800	129.093	123.440	106.093	116.933	147.613	143.467	132.853	144.840	139.613	168.987	166.533	109.640	127.013	118.373	161.000	171.787	136.080	152.947	123.720	149.427	112.907	120.000	156.853	159.147	133.160	187.547	159.653	174.187	158.680	148.840	142.640	134.773	142.053	111.107	155.973	161.907	161.587	135.480	138.547	145.227	158.920	154.213	155.747	159.720	121.373	171.760	201.120	170.987	181.827	173.120	185.107	143.080	164.827	212.280	160.813	163.627	229.053	226.947	214.280	192.067	195.120	182.133	187.520	182.760	217.533	247.267	243.720	250.253	217.973	190.467	207.213	202.440	194.160	196.867	268.453	236.680	249.147	257.013	249.200	268.160	246.027	241.107	255.493	274.440	250.400	277.213	283.160	257.587	260.853	272.093	261.320	279.533	275.867	255.547	239.613	258.280	264.067	268.493	303.120	296.373	269.373	289.800	273.493	251.427	252.373	210.773	231.200	253.973	218.080	220.480	236.107	223.040	234.480	207.907	214.347	232.293	208.960	221.773	215.547	195.813	196.227	205.107	189.987	198.680	190.000	217.693	210.653	211.680	183.827	203.680	190.693	174.760	188.840	163.547	163.227	210.560	189.813	196.680	151.067	146.347	182.720	172.667	143.133	152.267	189.653	184.653	196.413	178.693	181.227	190.080	160.907	165.600	167.533	166.560	157.680	168.920	146.493	172.307	152.547	137.987	133.120	127.973	148.533	141.360	153.600	121.973	161.280	127.427	142.693	123.960	111.320	139.613	123.027	160.187	79.307	124.880	134.053	149.387	132.920	122.133	143.320	184.947	123.440	173.480	128.613	106.387	137.893	96.933	131.813	96.147	131.000	170.373	123.000	126.880	165.893	154.320	169.973	153.253	157.627	140.933	124.747	101.387	109.293	80.253	131.907	138.213	130.227	147.827	91.280	83.347	54.360	26.013	24.427	37.107	-23.347	-23.093	-31.013	10.053	8.240	22.653	7.707	-33.013	22.333	-18.093
24.773	-9.453	4.387	17.733	-7.240	-2.200	10.920	30.053	4.533	-8.133	6.573	41.480	55.827	82.520	54.040	79.600	85.800	90.960	126.627	120.093	113.413	128.987	99.707	131.880	115.093	111.507	126.867	111.480	111.693	128.080	129.693	115.600	106.707	159.093	141.227	107.547	134.413	110.480	103.320	117.347	155.520	162.840	141.800	132.253	114.893	134.560	116.173	132.107	154.480	137.533	160.733	166.080	158.133	176.040	153.720	150.267	121.920	118.933	139.547	182.373	125.133	178.427	159.640	176.480	153.760	182.413	126.040	185.347	141.880	141.933	154.080	151.360	192.227	195.293	159.653	176.293	145.227	169.587	154.720	174.373	193.347	172.533	168.760	198.507	173.067	186.080	189.800	185.667	216.933	196.413	224.613	176.160	216.787	191.973	229.933	209.000	159.307	230.493	198.360	230.573	209.160	242.920	225.040	252.893	213.760	215.827	255.013	255.093	254.573	202.293	255.027	281.693	275.000	269.547	303.520	262.573	309.187	257.227	253.373	256.440	295.320	244.853	244.853	271.720	287.027	271.640	300.013	267.307	257.427	259.427	263.213	235.707	266.387	268.360	247.613	274.120	261.320	250.187	261.240	228.920	210.240	253.400	212.813	214.107	217.213	226.507	212.347	239.307	203.560	223.787	206.933	220.533	197.480	219.600	152.013	189.960	222.147	200.213	207.653	191.240	198.293	209.573	193.800	170.787	165.573	178.213	206.187	188.587	189.600	175.880	180.213	178.227	164.213	178.627	177.400	154.933	155.520	194.760	197.253	148.533	152.320	164.787	150.920	154.093	159.827	179.907	174.667	121.507	169.453	157.907	150.680	149.520	137.760	153.720	140.587	170.373	153.613	137.747	166.107	154.827	143.520	140.067	143.493	156.120	131.053	114.360	95.347	122.493	111.947	153.240	118.013	115.240	122.107	168.653	113.347	146.893	132.533	144.320	170.053	105.293	173.307	133.307	133.013	111.240	144.573	133.400	126.480	133.973	130.027	127.040	118.200	116.307	158.827	133.293	140.547	140.680	117.827	132.173	123.493	121.547	76.947	80.413	51.907	71.627	20.280	7.547	30.693	-10.867	0.587	-0.053	-36.227	-10.760	13.707	11.320	-11.067	-28.320
5.227	12.093	11.520	10.520	-18.053	-15.333	5.080	2.067	-10.253	-2.173	38.667	35.787	46.253	35.400	76.173	105.467	82.627	155.827	136.693	123.960	90.693	133.933	122.467	141.240	112.800	153.973	116.933	112.827	129.053	131.987	106.373	102.013	111.467	89.173	104.400	125.867	132.200	170.373	135.880	139.093	157.293	133.987	146.933	128.347	164.653	154.680	139.907	179.907	162.693	129.467	108.813	166.467	175.480	163.453	216.893	187.760	143.293	172.960	184.800	181.507	137.440	143.253	140.773	161.493	183.853	163.160	160.600	139.813	144.333	182.600	157.947	132.800	149.253	150.907	140.080	173.613	178.293	185.800	133.333	179.653	139.040	154.640	161.680	172.840	188.867	174.360	143.320	184.640	179.427	182.800	184.880	216.147	201.507	208.973	221.973	223.907	199.173	165.467	189.720	190.520	203.293	184.667	214.067	252.187	254.693	235.493	257.973	227.387	240.893	273.627	262.533	257.827	229.093	277.213	246.947	274.893	289.853	308.120	302.173	252.827	233.120	263.520	232.587	287.947	239.360	278.213	269.360	282.693	246.773	241.520	286.533	260.867	258.053	233.067	260.053	264.333	283.120	260.600	236.227	235.840	235.987	218.093	244.213	209.480	205.547	185.613	214.653	185.373	241.560	233.107	227.587	211.320	187.587	215.067	200.413	186.960	249.253	197.387	210.013	194.493	203.373	156.120	204.773	180.907	179.573	149.573	195.693	150.520	161.120	167.933	213.747	171.053	186.907	164.613	206.760	186.707	185.613	178.213	210.280	201.520	179.227	168.253	163.773	162.680	138.680	166.213	173.920	183.213	140.653	158.307	175.093	147.013	169.747	133.120	136.467	127.960	127.280	114.547	130.253	116.333	105.773	138.067	173.013	134.213	161.547	127.453	127.520	152.227	126.693	144.373	138.973	147.653	127.453	135.200	92.200	96.547	145.133	135.240	130.027	161.280	137.640	157.027	145.680	144.253	137.787	134.907	114.480	128.000	136.747	142.773	93.453	83.253	121.253	103.493	140.453	128.533	146.347	138.160	141.507	107.293	105.640	59.667	49.587	27.293	-2.240	9.133	4.200	0.453	18.573	34.173	29.053	12.627	-4.480	7.720	15.293	-9.680
27.880	-21.667	-2.187	0.893	15.333	-12.320	17.027	-12.760	17.987	37.813	27.147	25.440	54.893	59.253	74.187	104.880	123.240	138.907	117.240	117.760	127.920	111.880	121.480	100.387	112.080	111.547	116.133	107.440	104.907	127.333	126.907	129.560	104.187	121.187	103.440	104.747	150.867	138.507	145.320	147.960	126.027	162.747	137.773	140.640	124.360	155.453	104.933	181.000	134.667	145.813	109.520	153.947	107.493	147.547	147.347	186.173	117.773	175.547	170.680	168.667	125.267	150.813	136.973	118.680	134.987	135.027	175.040	121.280	180.280	143.440	160.320	109.173	175.920	154.600	111.880	164.627	165.987	180.893	183.827	180.973	151.813	138.867	179.253	170.680	200.773	161.533	199.493	186.013	204.253	196.880	199.880	206.413	187.027	198.027	203.200	195.413	238.747	232.267	206.187	194.533	234.667	212.267	197.307	211.240	215.400	214.400	229.240	290.533	296.160	262.707	253.627	263.147	266.093	223.480	263.227	280.693	267.187	254.080	250.373	278.293	284.213	294.053	259.827	274.333	278.827	274.347	257.227	246.707	258.333	274.653	277.547	271.920	281.747	267.560	262.240	276.573	261.333	241.773	245.613	222.680	200.173	204.373	249.427	230.840	235.893	212.933	218.960	200.613	188.013	181.947	174.493	214.707	211.213	220.667	198.227	188.307	213.760	177.307	190.920	180.960	218.440	196.067	209.747	158.267	144.227	171.120	169.013	191.227	162.480	143.053	152.240	153.800	172.853	136.133	168.840	164.173	163.613	189.507	179.467	176.893	154.227	183.160	180.813	166.867	173.387	161.480	180.120	149.733	145.507	141.093	161.493	146.720	147.813	154.053	188.547	143.053	127.293	145.760	141.427	173.360	140.573	106.360	143.187	132.787	117.147	137.533	100.240	136.307	132.947	158.173	95.280	152.253	133.707	138.413	126.880	91.013	115.733	136.040	79.347	102.427	123.280	101.560	152.067	121.040	148.120	116.560	174.960	141.613	141.133	159.680	154.080	134.933	144.733	99.933	138.667	101.400	117.320	116.173	117.560	120.573	104.467	70.547	51.573	20.693	27.480	-9.720	11.827	14.253	-13.773	-18.413	13.867	-8.333	18.533	40.627	-33.013	-35.560
